"adjusted" "studio" "release_year" "genre" "mpaa" "theater" "rating" "runt" "per" "sh" "shb" "series" "rn" "to_rating" "bb" "adjusted.1" "adbudget" "adow" "dir_win" "dir_nomi" "st1_win" "st1_nomi" "st2_win" "st2_nomi" "genre1"
"313" 268.26 "Uni." 2000 "Comedy" "PG-13" 2697 7 108 "ns" 0 0 0 146 73 3.02 268.26 88.78 46.16 9 5 48 82 13 52 "Comedy"
"314" 331.28 "BV" 1988 "Fantasy Comedy" "PG" NA 7.7 103 "ss" 0 0 0 61 86 2.24 331.28 148.18 NA 33 33 23 15 30 16 "Fantasy"
"315" 117.98 "FoxS" 2010 "Drama / Thriller" "R" NA 8 103 "hs" 0 0 0 275 75 8.23 117.98 14.33 NA 32 73 58 85 12 49 "Drama"
"316" 294.73 "WB" 2000 "Action Drama" "PG-13" NA 6.4 129 "ss" 0 0 0 NA NA 1.3 294.73 225.97 NA 10 8 87 193 20 60 "Action"
"317" 409.91 "Par." 1986 "Adventure Comedy" "PG-13" NA 6.5 93 "ns" 0 0 0 NA NA NA 409.91 NA NA NA NA 3 16 0 1 "Adventure"
"318" 200.2 "NL" 1995 "Thriller" "R" 2528 8.6 127 "ns" 0 0 0 69 69 3.03 200.2 66 NA 57 101 56 69 2 3 "Thriller"
"319" 165.63 "Fox" 2006 "Comedy" "PG-13" 2882 6.8 106 "ss" 0 0 0 187 63 3.56 165.63 46.49 36.53 7 6 163 321 65 95 "Comedy"
"320" 92.16 "Fox" 2015 "Action" "PG-13" 3594 6 109 "ns" 0 0 1 NA NA 1.86 92.16 49.54 40.46 2 2 15 35 57 48 "Action"
"321" 197.03 "BV" 1996 "Animation" "G" NA 6.9 91 "ss" 0 0 0 52 61 1 197.03 196.83 NA 1 5 7 37 4 10 "Animation"
"322" 159.96 "BV" 2009 "Animation" "PG" 3683 NA 96 "ns" 0 0 0 NA NA 0.69 159.96 232 34.92 NA NA NA NA NA NA "Animation"
"323" 168.22 "Par." 2015 "Animation" "PG" 3680 6 93 "ns" 5 1 1 NA NA 2.2 168.22 76.37 57.17 2 10 33 39 4 13 "Animation"
"324" 163.63 "P/DW" 2010 "Animation" "PG" 3949 7.3 96 "ns" 5 1 0 NA NA 1.14 163.63 143.35 50.72 0 8 9 61 64 136 "Animation"
"325" 303.35 "WB" 1992 "Action Comedy" "R" 2568 6.7 118 "ns" 0 0 1 43 44 4.13 303.35 73.37 NA 9 7 32 30 22 41 "Action"
"326" 116.11 "Uni." 2010 "Period Adventure" "PG-13" 3505 6.7 148 "ns" 0 0 0 52 38 0.53 116.11 220.53 39.81 31 87 36 66 144 177 "Period"
"327" 139.78 "Wein." 2009 "War" "R" 3358 8.3 152 "ss" 0 0 0 299 78 1.72 139.78 81.2 44.2 120 163 64 136 18 23 "War"
"328" 201.95 "Uni." 1993 "War Drama" "R" NA 8.9 194 "hs" 0 0 0 85 85 4.37 201.95 46.23 NA 175 168 15 35 45 65 "War"
"329" 268.09 "BV" 1996 "Family Comedy" "G" NA 7 103 "hs" 0 0 0 NA NA NA 268.09 NA NA NA NA NA NA NA NA "Family"
"330" 348.45 "Par." 1987 "Thriller" "R" NA 6.9 123 "ns" 0 0 0 NA NA NA 348.45 NA NA 4 4 58 36 49 91 "Thriller"
"331" 145.33 "Par." 2010 "Fantasy" "PG" 3203 4.2 103 "ss" 0 0 0 NA NA 0.88 145.33 165.4 NA 12 36 0 1 12 22 "Fantasy"
"332" 147.03 "WB (NL)" 2013 "Horror" "R" 3115 7.5 112 "ss" 0 0 0 199 75 6.87 147.03 21.4 44.84 10 8 17 68 2 16 "Horror"
"333" 190.24 "BV" 2009 "Romantic Comedy" "PG-13" 3158 6.7 108 "ss" 0 0 0 NA NA 4.1 190.24 46.4 38.98 NA NA 72 102 8 32 "Romantic"
"334" 607.96 "Par." 1984 "Action Comedy" "R" NA 7.3 105 "hs" 0 0 0 49 1 NA 607.96 NA NA 3 5 30 67 0 1 "Action"
"335" 327.91 "Sony" 1997 "Action Thriller" "R" 2981 6.4 124 "ss" 0 0 0 53 67 2.04 327.91 161.11 NA 10 8 32 36 24 44 "Action"
"336" 183.77 "BV" 2005 "Animation" "G" 3658 5.8 81 "ns" 0 0 0 NA NA 0.9 183.77 203.59 54.29 0 3 11 40 13 14 "Animation"
"337" 281.47 "Sony" 1997 "Romantic Comedy" "PG" NA 7.7 139 "hs" 0 0 0 76 75 NA 281.47 NA NA 45 73 84 95 47 65 "Romantic"
"338" 262.38 "Uni." 2001 "Period Drama" "PG-13" 1837 8.2 136 "hs" 0 0 0 204 63 3.41 262.38 76.86 NA 38 65 36 66 25 49 "Period"
"339" 125.91 "BV" 2015 "Animation" "PG-13" NA 6.9 100 "hs" 0 0 0 NA NA 2.1 125.91 59.86 NA 14 33 11 24 54 50 "Animation"
"340" 84.32 "Fox" 2015 "AA" "PG" NA 6.4 131 "ns" 0 0 1 NA NA NA 84.32 NA NA 2 0 6 3 NA NA "AA"
"341" 352.8 "NL" 1999 "Comedy" "PG-13" 3792 6.6 95 "ss" 0 0 1 85 39 3.38 352.8 104.47 51.89 9 5 28 38 5 10 "Comedy"
"342" 148.2 "WB" 2007 "Crime Comedy" "PG-13" NA 6.9 113 "ss" 0 0 0 NA NA 3.55 148.2 41.73 NA 29 74 87 193 64 136 "Crime"
"343" 163.63 "Uni." 2010 "Comedy" "PG-13" 3565 5.5 98 "hs" 0 0 0 NA NA NA 163.63 NA 39.81 2 9 48 82 13 52 "Comedy"
"344" 138.25 "BV" 2008 "Animation" "PG-13" 3675 6.9 96 "hs" 0 0 0 177 78 1.14 138.25 121.17 37.32 1 7 40 49 21 47 "Animation"
"345" 268.68 "BV" 1996 "Thriller" "PG" 3654 6.6 121 "ns" 0 0 0 69 63 0.91 268.68 295.25 51.57 38 65 32 30 4 28 "Thriller"
"346" 260.83 "Par." 1999 "Romantic Comedy" "R" 2768 5.4 116 "ss" 0 0 0 NA NA NA 260.83 NA NA 13 14 51 86 20 26 "Romantic"
"347" 296.96 "WB" 2009 "Sports Drama" "PG" 3240 7.7 126 "hs" 0 0 0 NA NA 3.66 296.96 81.2 NA 3 5 72 102 3 13 "Sports"
"348" 256.94 "WB" 2004 "Animation" "PG-13" 3407 6.6 100 "ns" 0 0 0 NA NA 6.32 256.94 40.63 47.77 33 33 76 115 1 1 "Animation"
"349" 133 "Fox" 2014 "Drama" "G" 3650 7.9 125 "ss" 0 0 0 NA NA 0.76 133 175.7 24.81 1 1 31 56 8 9 "Drama"
"350" 217.3 "Sony" 2006 "Drama" "PG-13" 3340 7.9 116 "hs" 0 0 0 NA NA 13.63 217.3 15.94 63.76 12 23 56 106 8 19 "Drama"
"351" 113.01 "P/DW" 2012 "Animation" "PG-13" 3169 7.3 97 "hs" 0 0 0 NA NA 1.88 113.01 60.11 28.96 3 5 6 15 40 87 "Animation"
"352" 255.61 "Mira." 2002 "Musical" "PG" 3672 7.2 107 "hs" 0 0 0 244 75 1.18 255.61 217.13 35.64 14 21 7 19 NA NA "Musical"
"353" Inf "LGF" 2016 "Animation" "PG-13" NA 6.7 95 "ns" 0 0 1 NA NA 1.89 Inf Inf NA 4 9 55 58 1 2 "Animation"
"354" 91.48 "WB" 2012 "Action" "R" 3355 5.8 102 "ss" 0 0 0 NA NA 0.84 91.48 109.3 31.26 2 2 6 14 15 35 "Action"
"355" 73.56 "Fox" 2012 "Fantasy" "PG-13" 3545 5.3 99 "ns" 0 0 0 NA NA 0.45 73.56 163.94 36.61 NA NA 21 37 0 2 "Fantasy"
"356" 129.06 "BV" 2013 "Action" "R" 3555 7.5 97 "ns" 0 0 0 73 75 1.31 129.06 98.45 26.54 2 0 2 4 2 5 "Action"
"357" 245.05 "Col." 1998 "Animation" "G" NA 7.7 88 "ss" 0 0 0 NA NA NA 245.05 NA NA 175 168 16 16 30 27 "Animation"
"358" 255.15 "Uni." 1977 "Sci-Fi" "PG" NA 5.9 137 "ns" 0 0 0 NA NA 3.27 255.15 78.03 NA 1 15 2 7 7 10 "Sci-Fi"
"359" 198.26 "Uni." 2012 "Action" "PG-13" 3702 6.8 131 "ns" 0 0 0 53 70 0.87 198.26 228.43 NA 1 0 45 88 2 9 "Action"
"360" 284.69 "Par." 1997 "Fantasy Comedy" "PG-13" 2909 5.8 86 "ns" 0 0 1 NA NA NA 284.69 NA 59.52 1 3 1 8 7 8 "Fantasy"
"361" 138.85 "TriS" 2009 "Action" "PG-13" 4007 6.7 118 "ss" 0 0 0 40 19 0.68 138.85 203 63.45 175 168 58 49 63 80 "Action"
"362" 264.31 "UA" 1991 "Fantasy" "PG" NA 6.7 142 "hs" 0 0 0 NA NA 1.83 264.31 144.66 NA 55 58 55 58 5 7 "Fantasy"
"363" 368.59 "TriS" 1985 "Sports Drama" "PG" NA 6.4 91 "hs" 0 0 1 NA NA NA 368.59 NA NA 1 2 55 58 2 9 "Sports"
"364" 294.57 "Uni." 1985 "Action" "R" NA 6 94 "ss" 0 0 0 NA NA NA 294.57 NA NA 1 3 20 71 5 21 "Action"
"365" 188.01 "WB" 2004 "Period Horror" "PG-13" 3580 7.3 130 "ns" 2 1 0 258 64 0.84 188.01 224.15 72.43 9 7 30 32 31 37 "Period"
"366" 520.51 "Sony" 1978 "AA" "PG" NA 5.9 143 "hs" 0 0 0 97 54 2.55 520.51 204.49 NA 1 4 29 55 8 22 "AA"
"367" 263.23 "Par." 1999 "Family Adventure" "PG" 3151 6.4 84 "hs" 0 0 0 49 1 1.16 263.23 227.78 NA 5 13 30 67 0 1 "Family"
"368" 270.12 "Fox" 1987 "Action Comedy" "R" NA 7.8 103 "ss" 0 0 1 NA NA NA 270.12 NA NA 0 2 8 43 45 75 "Action"
"369" 240.91 "Sony" 1997 "Romantic Comedy" "PG-13" NA 6.3 105 "ss" 0 0 0 56 59 3.34 240.91 72.03 NA 3 5 51 86 7 9 "Romantic"
"370" 93.8 "BV" 2011 "Action Drama" "PG-13" 3440 7.1 127 "ns" 0 0 0 NA NA NA 93.8 NA 29.95 3 1 20 71 1 4 "Action"
"371" 134.37 "LG/S" 2015 "AA" "PG-13" 3875 6.3 119 "ns" 0 0 1 NA NA 1.18 134.37 113.52 53.98 3 3 80 144 0 2 "AA"
"372" 187.21 "Fox" 2008 "Animation" "G" NA 6.9 88 "ns" 0 0 0 131 67 1.82 187.21 102.99 NA NA NA 45 88 32 115 "Animation"
"373" 307.02 "TriS" 1989 "Family Comedy" "PG-13" NA 5.8 93 "ns" 0 0 0 NA NA NA 307.02 NA NA 3 2 40 49 6 33 "Family"
"374" 319.4 "NL" 2002 "Comedy" "PG-13" NA 6.2 94 "ss" 0 0 0 NA NA 3.39 319.4 94.34 NA 9 5 28 38 36 97 "Comedy"
"375" 253.9 "Fox" 2000 "AA" "PG-13" 3112 7.4 104 "ss" 4 1 0 166 70 2.1 253.9 121.06 NA 14 20 20 71 9 36 "AA"
"376" 66.27 "SGem" 2010 "Action Horror" "R" 3209 6.3 100 "ns" 0 0 1 NA NA 1 66.27 66.16 29.44 1 4 3 16 NA NA "Action"
"377" 627.12 "Col." 1984 "Horror Comedy" "PG" 1506 7.8 107 "ss" 0 0 0 NA NA 8.07 627.12 77.68 NA 8 11 49 63 3 14 "Horror"
"378" 141.14 "Par." 2010 "Period Drama" "R" 3356 8.1 138 "ns" 0 0 0 NA NA 1.6 141.14 88.21 45.32 135 185 85 195 26 108 "Period"
"379" 267.49 "Fox" 1998 "Family Comedy" "PG-13" NA 5.3 85 "ss" 0 0 0 NA NA NA 267.49 NA NA 8 13 30 67 11 15 "Family"
"380" 130.44 "Sony" 2010 "Action Thriller" "PG-13" 3612 6.4 99 "ss" 0 0 0 48 85 1.08 130.44 121.29 39.7 23 10 47 93 11 25 "Action"
"381" 138.5 "BV" 2009 "Family Adventure" "PG" 3697 5.1 90 "ss" 0 0 0 NA NA 0.8 138.5 174 36.77 2 4 15 25 5 20 "Family"
"382" 250.99 "DW" 2000 "Horror" "PG-13" 2925 6.6 130 "ss" 0 0 0 NA NA 1.55 250.99 161.41 47.94 33 33 23 36 NA NA "Horror"
"383" 175.86 "WB" 2006 "Crime Drama" "R" NA 8.5 150 "ns" 0 0 0 263 80 1.47 175.86 119.54 NA 135 185 85 195 34 122 "Crime"
"384" 186.06 "Mira." 1998 "Period Comedy" "R" NA 7.2 123 "hs" 0 0 0 130 81 4.01 186.06 46.38 NA 11 18 43 75 24 70 "Period"
"385" 166.79 "Fox" 2007 "AA" "PG" 3963 5.6 89 "ss" 4 1 1 NA NA 1.01 166.79 164.39 73.47 0 6 2 4 14 37 "AA"
"386" 160.69 "LG/S" 2014 "AA" "PG-13" 3936 6.8 143 "ns" 0 0 0 NA NA 1.78 160.69 90.51 58.14 2 5 31 56 3 4 "AA"
"387" 271.37 "Par." 1988 "Romantic Comedy" "R" NA 6.9 116 "ss" 0 0 0 NA NA NA 271.37 NA NA 8 14 30 67 4 4 "Romantic"
"388" 246.85 "Uni." 2004 "Action Thriller" "PG-13" 3304 7.8 108 "ss" 0 0 0 190 70 2.35 246.85 105.07 NA 34 62 34 122 8 7 "Action"
"389" 185.52 "Uni." 2011 "Comedy" "R" 2958 6.8 125 "ns" 0 0 0 265 79 5.2 185.52 35.66 28.74 7 10 8 55 0 17 "Comedy"
"390" 105.08 "WB (NL)" 2010 "Romantic Comedy" "R" 3445 4.3 147 "ss" 0 0 1 NA NA 0.95 105.08 110.27 34.18 6 22 28 43 5 10 "Romantic"
"391" 200.6 "Uni." 1995 "Family Comedy" "PG" NA 6 101 "ss" 0 0 0 NA NA NA 200.6 NA NA 0 4 1 0 NA NA "Family"
"392" 160.09 "P/DW" 2007 "Animation" "PG" NA 6.2 90 "ns" 0 0 0 NA NA 0.84 160.09 189.68 NA 1 2 14 38 25 71 "Animation"
"393" 223.03 "Uni." 2001 "Comedy" "R" 3157 6.4 104 "ss" 0 0 1 NA NA 4.84 223.03 46.11 69.32 0 6 4 15 3 4 "Comedy"
"394" 190.2 "Uni." 2015 "Comedy" "PG-13" 3660 6.5 115 "ns" 0 0 1 NA NA 6.36 190.2 29.93 NA 11 32 13 57 5 14 "Comedy"
"395" 234.28 "WB" 1999 "Period Drama" "R" 2875 8.5 188 "hs" 0 0 0 132 69 2.28 234.28 102.76 NA 12 24 76 115 5 13 "Period"
"396" 95.35 "Uni." 2013 "Sci-Fi Adventure" "PG-13" 3792 7 125 "ns" 0 0 0 NA NA 0.74 95.35 128.41 39.7 NA NA 39 76 56 69 "Sci-Fi"
"397" 99.63 "TriS" 2013 "Sci-Fi" "R" 3284 6.6 109 "ss" 0 0 0 NA NA 0.81 99.63 123.06 31.89 11 32 34 122 54 43 "Sci-Fi"
"398" 241.89 "WB" 1998 "Action Comedy" "R" 3117 6.6 127 "ss" 0 0 1 66 40 0.93 241.89 259.7 NA 9 7 32 30 22 41 "Action"
"399" 284.07 "NL" 2005 "Comedy" "R" 3131 7 113 "ss" 0 0 0 182 63 5.23 284.07 54.29 46.01 1 1 14 45 7 12 "Comedy"
"400" 79.9 "BV" 2012 "Sci-Fi Adventure" "PG-13" 3749 6.6 132 "ns" 0 0 0 NA NA 0.29 79.9 273.24 33.01 32 50 2 7 0 2 "Sci-Fi"
"401" 88.82 "Fox" 2013 "Animation" "PG" 3809 6.5 96 "ss" 0 0 0 NA NA 0.61 88.82 144.46 22.79 0 2 8 32 45 58 "Animation"
"402" 109.9 "Mira." 2001 "Romantic Comedy" "R" 2547 6.7 97 "ns" 0 0 0 154 70 2.86 109.9 38.43 NA 0 4 25 71 3 6 "Romantic"
"403" 74.54 "Sony" 2010 "Romantic Thriller" "PG-13" 2756 6 103 "hs" 0 0 0 NA NA 0.68 74.54 110.27 NA 55 7 65 115 47 93 "Romantic"
"404" 253.41 "Mira." 2000 "Horror Comedy" "R" 3301 7.2 88 "ss" 0 0 0 NA NA 8.26 253.41 30.67 NA 10 4 32 57 0 2 "Horror"
"405" 212.78 "SonR" 2002 "Action" "PG-13" 3536 5.8 113 "ss" 0 0 0 NA NA 2.03 212.78 104.82 66.64 3 1 7 26 14 13 "Action"
"406" 123.72 "Uni." 2012 "Action" "PG-13" 3753 6.7 135 "ss" 0 0 0 NA NA 0.91 123.72 136.62 41.64 4 36 30 53 0 1 "Action"
"407" 118.73 "Fox" 2014 "Animation" "PG" NA 6.9 90 "ns" 0 0 0 NA NA 0.77 118.73 154.41 NA 1 4 17 33 2 5 "Animation"
"408" 229.55 "WB" 2002 "Family Adventure" "PG" 3447 4.9 86 "ss" 0 0 0 NA NA 1.83 229.55 125.78 81.16 NA NA 8 12 17 29 "Family"
"409" 199.14 "BV" 2012 "Historical Drama" "PG-13" NA 7.4 145 "ns" 0 0 0 166 72 2.8 199.14 71.04 NA 175 168 136 63 43 70 "Historical"
"410" 15.12 "BV" 2002 "Animation" "PG" NA 8.6 124 "ns" 0 0 0 179 86 NA 15.12 NA NA 73 33 1 0 NA NA "Animation"
"411" 201.67 "Par." 2001 "AA" "PG-13" NA 5.7 100 "ss" 0 0 1 NA NA 1.14 201.67 176.77 NA 4 9 47 93 24 30 "AA"
"412" 113.68 "LGF" 2010 "Action" "R" 3398 6.5 103 "ss" 0 0 0 NA NA 1.29 113.68 88.21 38.37 55 58 55 58 1 2 "Action"
"413" 128.2 "Sony" 2013 "Animation" "PG" 4001 6.5 95 "ns" 0 0 1 NA NA 1.54 128.2 83.47 36.38 0 2 3 15 1 18 "Animation"
"414" 253.52 "Uni." 1996 "Comedy" "PG-13" NA 5.6 103 "ss" 0 0 0 55 52 2.39 253.52 106.29 NA 1 0 30 67 5 22 "Comedy"
"415" 303.12 "Sony" 1996 "Comedy / Drama" "R" NA 7.3 138 "hs" 0 0 0 59 74 3.08 303.12 98.42 NA 20 42 39 76 17 34 "Comedy"
"416" 199.97 "Sony" 2003 "Action Comedy" "R" 3202 6.6 147 "ss" 0 0 0 NA NA 1.07 199.97 187.56 67.09 7 10 5 11 56 106 "Action"
"417" 218.32 "BV" 2002 "Animation" "PG" NA 7.2 85 "ss" 0 0 0 145 75 1.82 218.32 119.79 NA 7 22 3 3 7 21 "Animation"
"418" 270.09 "Orion" 1991 "Thriller" "R" NA 8.6 118 "ns" 0 0 0 73 84 6.88 270.09 39.26 NA 26 28 54 43 NA NA "Thriller"
"419" 178.63 "Sony" 2010 "Comedy" "PG-13" 3534 6 102 "ss" 0 0 0 NA NA 2.02 178.63 88.21 44.66 1 4 50 68 1 13 "Comedy"
"420" 159.94 "Uni." 2014 "Comedy" "R" 3311 6.4 96 "ns" 0 0 0 57 65 8.34 159.94 19.17 NA 1 7 11 26 12 23 "Comedy"
"421" 332.66 "Par." 1993 "Thriller" "R" NA 6.8 154 "ss" 0 0 0 52 63 NA 332.66 NA NA 26 39 39 76 0 7 "Thriller"
"422" 160.94 "WB (NL)" 2013 "Comedy" "R" 3445 7 110 "ss" 0 0 0 NA NA 4.06 160.94 39.59 28.25 0 1 33 73 0 5 "Comedy"
"423" 179.45 "WB" 2008 "Action Drama" "R" NA 8.2 116 "hs" 0 0 0 224 67 4.49 179.45 39.99 NA 143 148 143 148 NA NA "Action"
"424" 114.87 "WB" 2008 "Period Adventure" "PG-13" 3454 5.1 109 "ns" 0 0 0 NA NA 0.9 114.87 127.23 43.5 13 14 0 1 0 5 "Period"
"425" 115.04 "Fox" 2013 "Animation" "PG" 3894 6.7 102 "ss" 0 0 0 110 81 1.07 115.04 107.01 35.85 6 6 0 1 0 11 "Animation"
"426" 69.22 "Fox" 2014 "Drama" "PG-13" 3503 6.1 150 "hs" 0 0 1 NA NA 0.46 69.22 149.08 25.66 31 87 64 76 12 25 "Drama"
"427" 3293.11 "RKO" 1942 "Animation" "G" NA 7.4 69 "ss" 0 0 0 NA NA NA 3293.11 NA NA 10 3 NA NA NA NA "Animation"
"428" 121.1 "BV" 2009 "Animation" "G" NA 7.2 95 "hs" 0 0 0 185 73 0.99 121.1 121.8 NA 7 8 5 19 1 1 "Animation"
"429" 341.29 "WB" 1992 "AA" "PG-13" 2644 7 126 "ss" 2 1 0 70 69 2.04 341.29 167.71 95.8 20 58 58 36 11 39 "AA"
"430" 179.92 "Sony" 2003 "Romantic Comedy" "PG-13" 2876 6.7 128 "hs" 0 0 0 NA NA 1.56 179.92 115.42 23.23 6 5 84 95 30 50 "Romantic"
"431" 224.01 "Par." 1993 "Romance" "R" NA 5.8 116 "ns" 0 0 0 NA NA NA 224.01 NA NA 4 4 34 47 12 28 "Romance"
"432" 164.64 "Uni." 2007 "Crime Drama" "R" 3110 7.8 160 "ns" 0 0 0 209 69 1.3 164.64 126.45 55.13 31 87 68 103 36 66 "Crime"
"433" 176.4 "Uni." 1995 "Sci-Fi Adventure" "PG-13" 2420 6.1 136 "ss" 0 0 0 50 31 0.5 176.4 350 NA 2 5 46 49 NA NA "Sci-Fi"
"434" 232.99 "Par." 1998 "Comedy / Drama" "PG" NA 8.1 103 "ss" 0 0 0 125 83 NA 232.99 NA NA 32 56 45 88 37 88 "Comedy"
"435" 202.25 "Sony" 2000 "Action Comedy" "PG-13" 3037 5.5 98 "ns" 0 0 0 141 55 1.35 202.25 150.11 NA 24 38 28 82 32 57 "Action"
"436" 120.93 "Sony" 1997 "Sci-Fi Action" "PG-13" NA 7.6 126 "ns" 0 0 0 59 59 NA 120.93 NA NA 24 22 21 37 24 44 "Sci-Fi"
"437" 163.34 "Uni." 2008 "AA" "PG-13" 3508 6.8 114 "ss" 6 1 0 NA NA 0.9 163.34 181.75 NA NA NA 46 79 12 19 "AA"
"438" 201 "Sony" 1995 "Family Adventure" "PG" 2530 6.9 104 "hs" 0 0 0 NA NA 1.55 201 130 NA 2 6 63 80 0 1 "Family"
"439" 56.32 "Uni." 2004 "Romantic Comedy" "R" NA 5.9 108 "ns" 0 0 1 NA NA 1.01 56.32 56.04 NA 3 2 25 71 3 6 "Romantic"
"440" 84.24 "Fox" 2010 "Comedy" "PG-13" 3104 6.3 130 "ss" 0 0 0 NA NA 0.65 84.24 129.01 22.16 5 4 39 76 28 82 "Comedy"
"441" 170.68 "Fox" 2006 "Comedy" "R" 2611 7.3 84 "ns" 0 0 1 212 81 7.14 170.68 23.91 35.2 4 19 24 35 1 2 "Comedy"
"442" 245.57 "Sony" 1990 "Sci-Fi Action" "R" NA 7.5 113 "ss" 0 0 0 52 74 1.84 245.57 133.69 NA 25 19 23 31 0 4 "Sci-Fi"
"443" 83.64 "Sony" 2009 "Concert" "PG" NA 7.3 121 "ns" 0 0 0 179 70 NA 83.64 NA NA 13 11 16 15 0 4 "Concert"
"444" 174 "Fox" 2005 "Animation" "PG" 3776 6.3 90 "ns" 0 0 0 NA NA 1.71 174 101.79 48.86 6 6 5 9 41 79 "Animation"
"445" 95.56 "BV" 2013 "Western" "PG-13" 3904 6.5 149 "ss" 0 0 0 NA NA 0.42 95.56 230.07 31.25 7 10 65 115 6 11 "Western"
"446" 139.33 "Par." 2011 "Sci-Fi" "PG-13" 3424 7.1 112 "ss" 0 0 0 269 71 2.54 139.33 54.85 38.95 18 41 2 5 0 2 "Sci-Fi"
"447" 78.74 "W/Dim." 2015 "Family" "PG" 3355 7.2 95 "ns" 0 0 0 133 87 1.39 78.74 56.76 NA 0 4 NA NA NA NA "Family"
"448" 145.43 "Sony" 2003 "Action Comedy" "PG-13" 3485 4.8 105 "ss" 0 0 1 NA NA 0.84 145.43 173.13 NA 24 38 28 82 32 57 "Action"
"449" 177.16 "NL" 2007 "Action Comedy" "PG-13" 3778 6.2 90 "ss" 0 0 1 NA NA 1 177.16 177.03 62.09 3 4 8 24 36 44 "Action"
"450" 87.19 "FoxS" 1997 "Comedy" "R" NA 7.2 91 "ss" 0 0 0 44 84 13.14 87.19 6.63 NA 19 11 13 20 1 7 "Comedy"
"451" 89.77 "WB (NL)" 2014 "Horror" "R" 3215 5.4 95 "ns" 0 0 0 NA NA 12.97 89.77 6.92 39.51 1 4 0 1 NA NA "Horror"
"452" 159.99 "BV" 2004 "Period Horror" "PG-13" 3733 6.5 108 "ss" 0 0 0 NA NA 1.9 159.99 84.06 71.03 12 36 14 23 30 110 "Period"
"453" 202.73 "Uni." 2000 "Drama" "R" 3070 7.3 130 "ns" 0 0 0 143 73 2.42 202.73 83.93 NA 29 74 51 86 NA NA "Drama"
"454" 176.52 "TriS" 1993 "Action Thriller" "R" NA 6.4 113 "ss" 0 0 0 49 57 1.2 176.52 147.1 NA 3 12 55 58 21 46 "Action"
"455" 127.4 "Uni." 1995 "Family" "G" NA 6.8 92 "ss" 0 0 0 70 86 NA 127.4 NA NA 4 8 2 2 1 2 "Family"
"456" 212.82 "BV" 2007 "Comedy" "PG-13" 3401 5.9 99 "ns" 0 0 0 NA NA NA 212.82 NA 50.2 0 1 23 32 40 49 "Comedy"
"457" 109.78 "BV" 2008 "Musical" "G" 3626 4.4 100 "ns" 0 0 1 NA NA 8.24 109.78 13.33 50.89 13 11 24 26 4 17 "Musical"
"458" 187.84 "BV" 1997 "Animation" "G" NA 7.2 92 "ss" 0 0 0 52 72 1.17 187.84 161.11 NA 7 8 5 8 2 13 "Animation"
"459" 188.78 "Par." 2010 "Western" "PG-13" 3464 7.7 110 "hs" 0 0 0 261 85 4.51 188.78 41.9 NA 109 252 31 67 23 30 "Western"
"460" 85.86 "Gram." 1997 "Comedy" "PG-13" NA 6.3 90 "ns" 0 0 0 59 86 2.52 85.86 34.12 NA 1 0 7 14 5 14 "Comedy"
"461" 160.62 "Sony" 2013 "Drama" "R" NA 7.3 138 "hs" 0 0 0 251 82 3.75 160.62 42.8 NA 42 99 64 76 29 65 "Drama"
"462" 214.81 "WB" 1998 "Romantic Comedy" "PG" 2948 6.5 119 "hs" 0 0 0 83 57 1.78 214.81 120.58 NA 7 18 76 115 10 25 "Romantic"
"463" 206.83 "BV" 1998 "Action Thriller" "R" NA 7.3 131 "hs" 0 0 0 84 59 1.24 206.83 166.95 NA 5 13 56 106 31 37 "Action"
"464" 123.07 "BV" 2003 "Animation" "G" NA 6.8 85 "ns" 0 0 0 NA NA NA 123.07 NA NA 0 1 30 110 0 7 "Animation"
"465" 174.56 "Sony" 1998 "Period Adventure" "PG-13" 2515 6.7 137 "ss" 0 0 0 69 72 0.99 174.56 176.23 NA 2 10 NA NA NA NA "Period"
"466" 99.62 "Fox" 2006 "Fantasy" "PG" 3030 5.1 99 "hs" 0 0 0 NA NA 0.75 99.62 132.82 30.82 6 16 1 2 27 30 "Fantasy"
"467" 193.32 "DW" 2002 "Horror" "PG-13" 2927 7.1 109 "ns" 0 0 0 225 80 2.69 193.32 71.88 NA 7 10 52 81 0 5 "Horror"
"468" 240.62 "Art." 1999 "Horror" "R" NA 6.4 86 "ss" 0 0 0 155 75 2.34 240.62 102.76 NA 5 8 2 4 3 2 "Horror"
"469" 153.34 "BV" 2000 "Thriller" "PG-13" 2708 7.2 106 "hs" 0 0 0 161 56 1.27 153.34 121.06 NA 12 36 21 37 31 76 "Thriller"
"470" 264.75 "NL" 1994 "Comedy" "PG-13" NA 7.3 101 "hs" 0 0 0 50 54 7.48 264.75 35.38 NA 4 4 45 88 11 34 "Comedy"
"471" 143.07 "Sony" 2013 "Comedy" "PG-13" 3491 5.4 101 "ss" 0 0 1 NA NA 1.67 143.07 85.61 44.41 1 4 50 68 1 13 "Comedy"
"472" 86.13 "Uni." 2003 "Romantic Comedy" "R" NA 7.7 128 "ns" 0 0 0 NA NA 1.49 86.13 57.71 NA 19 33 15 25 1 1 "Romantic"
"473" 135.49 "Par." 2011 "Animation" "PG" 3923 7.2 107 "ns" 0 0 0 213 76 0.91 135.49 148.11 NA 7 10 65 115 4 10 "Animation"
"474" 109.69 "Gram." 1994 "Romantic Comedy" "R" NA 7.1 118 "ns" 0 0 0 63 84 11.98 109.69 9.16 NA 13 10 15 18 NA NA "Romantic"
